Hariltsagchdiin_id,Credit_onoo,Bairshil,Huis,Nas,Dansan_dahi_mongo_usd,Avsan_uilchilgeenii_too,Olon_ulsiin_kardtai_eseh,Idevhtei_hariltsagch_eseh,Avdag_Tsalin_usd,zeel_avsan_eseh
15706537,577,Germany,Emegtei,59,111396.97,1,Ugui,Tiim,191070.01,Ugui
15589312,588,Mongolia,Eregtei,30,115007.08,1,Ugui,Ugui,176858.5,Ugui
15741180,617,Mongolia,Eregtei,54,102141.9,1,Tiim,Tiim,45325.26,Ugui
15733888,668,South_Korea,Emegtei,36,133686.52,1,Tiim,Ugui,190958.48,Tiim
15798532,810,Mongolia,Eregtei,32,120879.73,2,Ugui,Tiim,78896.59,Ugui
15577359,767,South_Korea,Eregtei,47,0,1,Tiim,Ugui,121964.46,Tiim
15614936,718,South_Korea,Emegtei,49,82321.88,1,Ugui,Tiim,11144.4,Ugui
15747647,589,South_Korea,Emegtei,27,0,2,Tiim,Ugui,144181.48,Ugui
15588566,778,South_Korea,Eregtei,33,116474.28,2,Tiim,Tiim,32757.55,Ugui
15570141,724,Mongolia,Emegtei,34,132352.69,1,Tiim,Ugui,80320.3,Ugui
15800793,477,Germany,Emegtei,39,182491.57,1,Tiim,Ugui,185830.72,Ugui
15572415,580,Mongolia,Eregtei,34,0,2,Tiim,Tiim,160095.31,Ugui
15635125,566,South_Korea,Eregtei,63,120787.18,2,Tiim,Tiim,52198.84,Ugui
15636551,711,Mongolia,Emegtei,29,130181.47,2,Tiim,Ugui,31811.44,Ugui
15600912,706,Germany,Eregtei,32,88348.43,2,Tiim,Tiim,104181.78,Ugui
15768476,703,South_Korea,Eregtei,31,0,2,Tiim,Tiim,67667.19,Ugui
15650266,679,Germany,Eregtei,39,146186.28,2,Tiim,Tiim,193974.47,Ugui
15621004,603,Mongolia,Eregtei,32,0,1,Tiim,Ugui,198055.94,Tiim
15748352,598,South_Korea,Eregtei,34,104488.17,1,Ugui,Tiim,43249.67,Ugui
15788920,836,Germany,Emegtei,32,109196.67,2,Tiim,Ugui,55218.02,Ugui
15743236,687,Mongolia,Emegtei,61,80538.56,1,Tiim,Ugui,131305.37,Tiim
15637717,704,Germany,Eregtei,41,109026.8,2,Tiim,Tiim,43117.1,Ugui
15635500,605,Germany,Eregtei,75,61319.63,1,Ugui,Tiim,186655.11,Ugui
15634792,516,Mongolia,Emegtei,40,0,2,Ugui,Tiim,33266.29,Ugui
15607560,572,Mongolia,Emegtei,39,0,2,Tiim,Tiim,555.28,Ugui
15727177,557,Mongolia,Eregtei,42,177822.03,1,Tiim,Ugui,150944.31,Tiim
15774358,443,Germany,Eregtei,59,110939.3,1,Tiim,Ugui,72846.58,Tiim
15791304,604,Germany,Eregtei,25,165413.43,1,Tiim,Tiim,35279.74,Ugui
15603328,483,Mongolia,Eregtei,27,77805.66,1,Tiim,Tiim,2101.89,Ugui
15804937,702,Mongolia,Eregtei,50,0,2,Ugui,Ugui,94949.84,Ugui
15804142,670,South_Korea,Emegtei,57,175575.95,2,Tiim,Ugui,99061.75,Tiim
15608845,804,South_Korea,Emegtei,38,124197.22,1,Tiim,Ugui,74692.06,Ugui
15702434,850,Mongolia,Emegtei,30,0,2,Tiim,Ugui,116692.8,Ugui
15632609,554,Mongolia,Emegtei,39,160132.75,1,Tiim,Ugui,32824.15,Ugui
15603550,588,Germany,Emegtei,37,70258.88,2,Tiim,Ugui,139607.61,Ugui
15755239,758,Germany,Eregtei,32,162657.64,2,Tiim,Tiim,115525.13,Ugui
15670528,787,Germany,Eregtei,43,132217.45,1,Tiim,Ugui,20955.03,Tiim
15732704,582,South_Korea,Eregtei,25,148042.97,2,Tiim,Ugui,52341.15,Ugui
15589019,633,South_Korea,Emegtei,33,92855.02,1,Tiim,Tiim,159813.18,Ugui
15677796,766,Germany,Eregtei,47,129289.98,1,Tiim,Ugui,169935.46,Tiim
15760177,564,South_Korea,Eregtei,37,100252.18,1,Tiim,Tiim,146033.52,Ugui
15636595,602,South_Korea,Eregtei,37,107592.89,2,Ugui,Tiim,153122.73,Ugui
15737275,649,Mongolia,Eregtei,39,113096.41,1,Tiim,Tiim,60335.24,Ugui
15672905,679,South_Korea,Emegtei,40,0,2,Tiim,Tiim,163757.29,Ugui
15753955,639,South_Korea,Eregtei,34,149940.04,2,Ugui,Ugui,156648.81,Ugui
15708504,790,Germany,Eregtei,50,121438.58,1,Tiim,Tiim,176471.78,Tiim
15592451,565,Mongolia,Eregtei,32,0,2,Tiim,Ugui,5388.3,Ugui
15790455,478,Mongolia,Emegtei,50,0,1,Ugui,Tiim,93332.64,Tiim
15572174,825,Mongolia,Eregtei,29,148874.01,2,Ugui,Tiim,71192.82,Ugui
15656330,528,South_Korea,Emegtei,32,68138.37,1,Tiim,Tiim,170309.19,Ugui
15569626,577,South_Korea,Eregtei,35,110080.3,1,Tiim,Tiim,109794.31,Ugui
15608726,663,Mongolia,Eregtei,24,0,2,Tiim,Tiim,166310.82,Ugui
15637366,505,Germany,Emegtei,25,114268.85,2,Tiim,Tiim,126728.27,Ugui
15778049,633,Germany,Eregtei,29,117412.35,1,Ugui,Ugui,30338.94,Ugui
15727421,586,Mongolia,Emegtei,38,0,2,Tiim,Tiim,37935.83,Ugui
15688865,850,Mongolia,Emegtei,35,0,2,Ugui,Ugui,25329.48,Ugui
15751032,629,Germany,Emegtei,37,35549.81,2,Ugui,Ugui,49676.33,Ugui
15734737,744,Mongolia,Eregtei,56,0,2,Tiim,Tiim,169498.61,Ugui
15746515,750,Mongolia,Eregtei,36,136492.92,3,Tiim,Tiim,26500.29,Tiim
15664311,637,Germany,Eregtei,28,123675.69,1,Tiim,Tiim,166458.41,Ugui
15708139,575,Mongolia,Emegtei,40,139532.34,1,Tiim,Ugui,181294.39,Ugui
15768574,671,South_Korea,Eregtei,58,178713.98,1,Tiim,Tiim,21768.21,Ugui
15738018,571,Mongolia,Eregtei,40,0,2,Ugui,Ugui,72849.29,Ugui
15699753,590,Mongolia,Eregtei,41,89086.31,1,Tiim,Ugui,24499.97,Ugui
15703199,619,South_Korea,Eregtei,38,96143.47,1,Ugui,Ugui,98994.92,Ugui
15627830,640,Germany,Emegtei,30,32197.64,1,Ugui,Tiim,141446.01,Ugui
15570855,670,Mongolia,Eregtei,38,0,2,Tiim,Tiim,77864.41,Ugui
15772503,737,Mongolia,Emegtei,33,0,2,Tiim,Ugui,115115.32,Ugui
15584453,555,South_Korea,Eregtei,32,0,2,Ugui,Tiim,168605.96,Ugui
15710111,742,Mongolia,Eregtei,33,0,2,Ugui,Ugui,38550.4,Ugui
15618562,618,Germany,Emegtei,40,140306.38,1,Tiim,Ugui,160618.61,Tiim
15706764,560,Mongolia,Emegtei,35,0,2,Tiim,Ugui,3701.63,Ugui
15798737,654,Mongolia,Eregtei,38,0,2,Tiim,Ugui,88659.44,Ugui
15712608,787,Germany,Emegtei,42,74483.97,2,Ugui,Tiim,44273.91,Ugui
15636736,611,Mongolia,Emegtei,53,0,2,Ugui,Tiim,156495.39,Tiim
15703544,559,South_Korea,Eregtei,34,0,1,Tiim,Ugui,182988.94,Ugui
15815645,481,Mongolia,Eregtei,37,152303.66,2,Tiim,Tiim,175082.2,Ugui
15705739,753,Germany,Eregtei,32,159904.79,1,Tiim,Ugui,148811.14,Ugui
15709643,675,Mongolia,Eregtei,32,0,3,Tiim,Ugui,85901.09,Ugui
15669805,748,Germany,Emegtei,31,99557.94,1,Tiim,Ugui,199255.32,Ugui
15737489,610,South_Korea,Emegtei,46,116886.59,1,Ugui,Ugui,107973.44,Ugui
15775131,580,South_Korea,Eregtei,32,142188.2,2,Ugui,Tiim,128028.6,Ugui
15765283,624,Germany,Emegtei,40,149961.99,2,Tiim,Ugui,104610.86,Ugui
15628715,709,Mongolia,Emegtei,36,0,2,Tiim,Tiim,69676.55,Ugui
15813283,605,Mongolia,Emegtei,34,0,1,Ugui,Ugui,35982.42,Ugui
15745716,706,South_Korea,Eregtei,53,0,2,Ugui,Tiim,117939.17,Ugui
15598485,567,South_Korea,Eregtei,40,28649.64,1,Tiim,Tiim,95140.62,Ugui
15696552,747,Mongolia,Emegtei,21,81025.6,2,Tiim,Ugui,167682.57,Ugui
15754569,664,Mongolia,Eregtei,57,0,2,Tiim,Tiim,56562.57,Ugui
15701741,711,Mongolia,Emegtei,39,152462.79,1,Tiim,Ugui,90305.97,Ugui
15572631,609,Mongolia,Eregtei,25,0,1,Ugui,Tiim,109895.16,Ugui
15636069,632,South_Korea,Eregtei,28,155519.59,1,Tiim,Ugui,1843.24,Ugui
15682467,725,Mongolia,Emegtei,36,118851.05,1,Tiim,Tiim,102747.02,Ugui
15790744,850,Mongolia,Emegtei,34,92899.27,2,Tiim,Ugui,97465.89,Ugui
15625023,682,Mongolia,Eregtei,40,0,1,Ugui,Tiim,105352.55,Ugui
15731267,797,Mongolia,Eregtei,37,75263.7,1,Tiim,Ugui,85801.77,Ugui
15742879,668,South_Korea,Eregtei,38,147904.31,1,Tiim,Tiim,69370.05,Ugui
15757015,783,Germany,Emegtei,41,106640.5,1,Tiim,Ugui,176945.96,Ugui
15770711,766,Germany,Emegtei,28,90696.78,1,Ugui,Tiim,21597.2,Ugui
15569430,704,South_Korea,Emegtei,36,175509.8,2,Tiim,Ugui,152039.67,Ugui
15617304,722,Mongolia,Eregtei,40,0,2,Tiim,Tiim,111893.09,Ugui
15704466,692,Mongolia,Emegtei,34,0,2,Tiim,Ugui,195074.62,Ugui
15664681,584,Mongolia,Emegtei,35,114321.28,2,Ugui,Ugui,15959.01,Ugui
15605534,644,Germany,Emegtei,51,95560.04,1,Ugui,Ugui,72628.84,Tiim
15792473,598,Germany,Emegtei,50,88379.81,3,Ugui,Tiim,64157.24,Tiim
15802625,733,Germany,Eregtei,48,85915.52,1,Tiim,Tiim,23860.5,Ugui
15766017,615,Germany,Eregtei,58,72309.3,1,Tiim,Tiim,85687.09,Tiim
15762172,850,Mongolia,Emegtei,39,0,2,Tiim,Ugui,179451.42,Ugui
15728333,521,Mongolia,Eregtei,43,0,1,Tiim,Tiim,93180.09,Ugui
15792868,675,Mongolia,Eregtei,69,0,2,Tiim,Ugui,157097.09,Ugui
15605698,746,Mongolia,Eregtei,58,0,3,Tiim,Tiim,80344.96,Tiim
15777060,770,Mongolia,Emegtei,33,0,1,Tiim,Ugui,26080.54,Tiim
15626243,618,Mongolia,Eregtei,30,133844.22,1,Tiim,Tiim,31406.93,Ugui
15719898,556,Mongolia,Eregtei,36,154872.08,2,Tiim,Tiim,32044.64,Ugui
15599976,749,Mongolia,Emegtei,27,0,2,Tiim,Ugui,132734.87,Ugui
15752809,702,South_Korea,Eregtei,43,116121.67,1,Tiim,Ugui,61602.42,Ugui
15589698,555,Germany,Eregtei,42,107104.5,1,Tiim,Tiim,41304.44,Tiim
15609977,587,Mongolia,Eregtei,47,71026.77,1,Tiim,Ugui,57962.41,Ugui
15750121,639,Mongolia,Eregtei,38,0,1,Tiim,Ugui,42862.82,Ugui
15734177,643,Mongolia,Eregtei,33,0,2,Tiim,Tiim,152992.04,Ugui
15781347,600,Mongolia,Emegtei,41,0,2,Tiim,Tiim,91193.65,Ugui
15592025,651,Mongolia,Eregtei,53,0,2,Tiim,Tiim,130132.41,Ugui
15670163,666,Mongolia,Emegtei,27,0,2,Ugui,Ugui,88751.45,Ugui
15765402,520,Mongolia,Emegtei,39,145644.05,1,Ugui,Ugui,104118.93,Ugui
15624343,650,South_Korea,Emegtei,50,129667.77,1,Ugui,Ugui,42028.16,Ugui
15602354,564,Germany,Eregtei,33,109341.87,1,Tiim,Ugui,75632.78,Ugui
15579183,586,Mongolia,Eregtei,64,0,2,Tiim,Tiim,53710.23,Ugui
15584899,617,Mongolia,Emegtei,35,0,2,Ugui,Tiim,13066.3,Ugui
15723658,712,South_Korea,Emegtei,30,0,2,Tiim,Ugui,152417.97,Ugui
15803965,654,Mongolia,Eregtei,55,87485.67,1,Tiim,Tiim,3299.01,Ugui
15682489,605,Mongolia,Eregtei,27,0,2,Tiim,Ugui,198091.81,Ugui
15813645,491,Mongolia,Emegtei,36,53369.13,1,Tiim,Tiim,103934.12,Ugui
15766787,707,Mongolia,Emegtei,35,0,2,Tiim,Tiim,70403.65,Ugui
15687171,638,South_Korea,Eregtei,34,146679.77,1,Tiim,Ugui,102179.86,Ugui
15690744,683,Mongolia,Eregtei,43,112499.42,2,Tiim,Ugui,30375.18,Ugui
15707974,815,South_Korea,Emegtei,38,48387,1,Tiim,Ugui,184796.84,Ugui
15673084,645,South_Korea,Eregtei,38,68079.8,1,Ugui,Tiim,166264.89,Ugui
15814772,645,Germany,Eregtei,49,160133.88,1,Ugui,Tiim,88391.97,Ugui
15743709,683,Mongolia,Eregtei,30,66190.33,1,Tiim,Tiim,115186.97,Ugui
15610343,705,Mongolia,Emegtei,37,0,2,Tiim,Tiim,13935.53,Tiim
15737414,647,Mongolia,Eregtei,35,123761.68,1,Tiim,Ugui,83910.4,Ugui
15788480,786,Germany,Emegtei,33,122325.58,1,Ugui,Ugui,34712.34,Tiim
15568519,534,Mongolia,Eregtei,41,0,2,Tiim,Ugui,13871.34,Ugui
15792453,602,South_Korea,Emegtei,42,138912.17,1,Tiim,Tiim,139494.75,Ugui
15658100,695,Mongolia,Emegtei,42,0,2,Ugui,Tiim,140724.64,Ugui
15695197,553,Germany,Emegtei,25,128524.19,2,Tiim,Ugui,20682.46,Ugui
15749807,516,South_Korea,Emegtei,31,0,2,Tiim,Ugui,124202.26,Ugui
15773876,655,Mongolia,Emegtei,34,0,2,Tiim,Ugui,159638.77,Ugui
15591698,849,Germany,Emegtei,49,132934.89,1,Tiim,Ugui,171056.65,Tiim
15712813,520,Germany,Eregtei,43,150805.17,3,Ugui,Tiim,25333.03,Tiim
15763898,568,South_Korea,Emegtei,46,0,2,Tiim,Tiim,29372.62,Ugui
15793324,695,South_Korea,Eregtei,32,0,3,Ugui,Tiim,38533.79,Ugui
15757759,807,South_Korea,Emegtei,28,165969.26,3,Tiim,Ugui,156122.13,Tiim
15796230,642,Germany,Emegtei,36,124495.98,3,Tiim,Tiim,57904.22,Tiim
15611729,703,Germany,Eregtei,39,141559.5,1,Tiim,Tiim,31257.1,Tiim
15709531,556,Mongolia,Eregtei,38,114756.14,1,Tiim,Ugui,193214.05,Ugui
15650751,585,Mongolia,Emegtei,30,0,2,Tiim,Tiim,137757.69,Ugui
15641413,587,Germany,Emegtei,49,155393.98,2,Tiim,Ugui,13308.2,Tiim
15753840,524,South_Korea,Emegtei,32,0,1,Tiim,Tiim,132861.9,Tiim
15669994,556,Germany,Emegtei,31,128663.81,2,Tiim,Ugui,125083.29,Ugui
15695301,504,South_Korea,Eregtei,44,113522.64,1,Tiim,Tiim,12405.2,Ugui
15792004,731,South_Korea,Emegtei,26,0,2,Tiim,Ugui,37697.29,Ugui
15603035,651,Mongolia,Eregtei,34,0,2,Tiim,Tiim,105599.65,Ugui
15717286,675,South_Korea,Emegtei,40,79035.95,1,Tiim,Ugui,142783.98,Tiim
15577107,657,South_Korea,Emegtei,22,0,3,Ugui,Tiim,168412.07,Tiim
15754747,686,Germany,Eregtei,33,141918.09,2,Ugui,Tiim,184036.47,Ugui
15705676,690,Mongolia,Emegtei,35,107944.33,2,Ugui,Ugui,48478.47,Ugui
15751912,567,Mongolia,Eregtei,36,0,2,Ugui,Tiim,3896.08,Ugui
15677336,557,Germany,Eregtei,57,120043.13,1,Tiim,Ugui,132370.75,Tiim
15684395,446,South_Korea,Emegtei,45,125191.69,1,Tiim,Tiim,128260.86,Tiim
15659949,850,Mongolia,Eregtei,31,96399.31,2,Tiim,Ugui,106534.15,Ugui
15812422,637,Mongolia,Eregtei,41,0,2,Ugui,Tiim,102515.42,Ugui
15806941,499,Mongolia,Eregtei,60,76961.6,2,Tiim,Tiim,83643.87,Ugui
15637690,622,Germany,Emegtei,34,98675.74,1,Tiim,Ugui,138906.85,Tiim
15632882,684,Germany,Eregtei,37,126817.13,2,Tiim,Tiim,29995.83,Tiim
15807107,612,Mongolia,Eregtei,32,121394.42,1,Tiim,Ugui,164081.42,Ugui
15661034,813,Germany,Emegtei,29,106059.4,1,Ugui,Ugui,187976.88,Tiim
15811958,850,Germany,Eregtei,44,112755.34,2,Ugui,Ugui,158171.36,Ugui
15785167,795,South_Korea,Eregtei,29,0,2,Ugui,Ugui,155711.64,Ugui
15646720,628,South_Korea,Emegtei,55,0,3,Tiim,Ugui,85890.75,Tiim
15658614,565,Germany,Emegtei,38,145400.69,2,Tiim,Tiim,83844.79,Ugui
15704657,601,Mongolia,Eregtei,39,72647.64,1,Tiim,Ugui,41777.9,Tiim
15567147,802,South_Korea,Eregtei,40,0,2,Tiim,Tiim,81908.09,Ugui
15701319,614,Germany,Emegtei,37,96340.81,2,Tiim,Tiim,139377.24,Tiim
15745266,434,South_Korea,Eregtei,55,0,1,Ugui,Tiim,73562.05,Tiim
15650437,522,Germany,Eregtei,32,124450.36,2,Tiim,Tiim,165786.1,Ugui
15764314,550,Germany,Eregtei,36,113877.23,2,Tiim,Ugui,174921.91,Ugui
15612594,599,South_Korea,Eregtei,25,0,2,Tiim,Tiim,120790.02,Ugui
15593501,493,Mongolia,Emegtei,36,148667.81,2,Tiim,Ugui,56092.51,Ugui
15804150,755,Mongolia,Eregtei,34,0,2,Tiim,Tiim,158816.03,Ugui
15649297,605,Mongolia,Emegtei,62,111065.93,2,Ugui,Tiim,125660.99,Ugui
15641110,708,Mongolia,Eregtei,41,0,1,Tiim,Ugui,128400.62,Ugui
15660608,699,Mongolia,Eregtei,44,158697.61,1,Tiim,Ugui,107181.22,Ugui
15806570,763,Mongolia,Emegtei,53,0,1,Tiim,Ugui,77203.72,Tiim
15715345,743,South_Korea,Eregtei,25,0,2,Tiim,Ugui,129740.11,Ugui
15755521,660,Mongolia,Emegtei,48,90044.32,2,Ugui,Tiim,187604.97,Tiim
15579074,619,Germany,Eregtei,38,84651.79,1,Tiim,Tiim,184754.26,Ugui
15641158,739,Germany,Eregtei,32,102128.27,1,Tiim,Ugui,63981.37,Tiim
15752507,769,Germany,Eregtei,60,148846.39,1,Tiim,Ugui,192831.67,Tiim
15597983,692,Mongolia,Eregtei,69,154953.94,1,Tiim,Tiim,70849.47,Ugui
15586069,560,Mongolia,Emegtei,30,108883.29,1,Tiim,Ugui,27914.95,Ugui
15655082,607,Mongolia,Emegtei,48,112070.86,3,Tiim,Ugui,173568.3,Tiim
15720155,630,Germany,Eregtei,29,131354.39,1,Ugui,Tiim,9324.31,Tiim
15582116,767,Germany,Emegtei,45,132746.2,2,Tiim,Ugui,26628.88,Tiim
15749365,543,Mongolia,Emegtei,34,0,2,Ugui,Tiim,145601.8,Ugui
15632069,776,Mongolia,Eregtei,39,125211.55,2,Tiim,Ugui,144496.07,Ugui
15663134,535,South_Korea,Eregtei,58,0,2,Tiim,Tiim,11779.98,Tiim
15766683,549,Germany,Eregtei,36,139422.37,1,Ugui,Ugui,83983.39,Tiim
15707219,844,Mongolia,Emegtei,28,0,2,Ugui,Tiim,123318.37,Ugui
15709232,586,Germany,Emegtei,47,157099.47,2,Tiim,Tiim,65481.86,Ugui
15801351,583,Mongolia,Eregtei,40,0,2,Tiim,Ugui,47728,Ugui
15578747,701,South_Korea,Eregtei,26,83600.24,1,Ugui,Tiim,59195.05,Ugui
15675626,726,Mongolia,Eregtei,28,0,1,Ugui,Ugui,98060.51,Ugui
15583736,829,Germany,Eregtei,36,81795.74,2,Tiim,Ugui,90106.94,Ugui
15590011,749,South_Korea,Eregtei,38,129378.32,1,Tiim,Tiim,13549.34,Ugui
15609913,743,Mongolia,Emegtei,46,0,1,Tiim,Ugui,113436.08,Ugui
15719479,619,South_Korea,Emegtei,56,0,2,Tiim,Tiim,42442.21,Ugui
15575147,699,Mongolia,Eregtei,22,99339,1,Tiim,Ugui,68297.61,Tiim
15597309,749,South_Korea,Eregtei,36,0,2,Ugui,Ugui,80134.65,Ugui
15648367,600,Germany,Emegtei,29,74430.1,2,Tiim,Tiim,96051.1,Ugui
15758031,760,South_Korea,Eregtei,38,91241.85,1,Ugui,Tiim,80682.35,Ugui
15751771,528,Germany,Eregtei,32,99092.45,1,Ugui,Tiim,111149.98,Ugui
15689288,630,Mongolia,Emegtei,26,0,2,Tiim,Ugui,182612.38,Ugui
15731026,683,Germany,Emegtei,39,100062.16,2,Tiim,Ugui,109201.43,Ugui
15775809,677,Germany,Emegtei,26,98723.67,1,Ugui,Tiim,151146.67,Ugui
15743076,669,South_Korea,Eregtei,29,0,1,Tiim,Tiim,93901.61,Ugui
15658258,693,Mongolia,Eregtei,43,128760.32,1,Tiim,Ugui,36342.79,Ugui
15756321,612,South_Korea,Emegtei,52,144772.69,1,Ugui,Ugui,98302.57,Tiim
15706799,719,South_Korea,Eregtei,44,0,1,Ugui,Ugui,84972.9,Tiim
15775703,702,Mongolia,Eregtei,26,71281.29,1,Tiim,Tiim,108747.12,Tiim
15642636,755,Mongolia,Eregtei,29,117035.89,1,Tiim,Tiim,21862.19,Ugui
15704651,514,Mongolia,Eregtei,26,0,2,Ugui,Ugui,121551.93,Ugui
15806771,753,Mongolia,Emegtei,40,3768.69,2,Tiim,Ugui,177065.24,Tiim
15566735,548,Germany,Emegtei,36,108913.84,2,Tiim,Tiim,140460.01,Ugui
15681671,850,Germany,Eregtei,28,101100.22,2,Tiim,Tiim,35337.31,Ugui
15775949,612,Mongolia,Emegtei,38,110615.47,1,Tiim,Tiim,193502.93,Ugui
15586752,628,Germany,Eregtei,33,152143.89,1,Tiim,Tiim,32174.03,Ugui
15582519,479,Mongolia,Eregtei,47,121797.09,1,Ugui,Tiim,5811.9,Tiim
15658233,724,Mongolia,Emegtei,41,109798.25,1,Ugui,Tiim,149593.61,Ugui
15755330,512,Germany,Eregtei,41,122403.24,1,Ugui,Tiim,37439.9,Tiim
15605072,638,Mongolia,Emegtei,43,145860.98,1,Tiim,Tiim,142763.51,Tiim
15617538,834,South_Korea,Eregtei,40,0,2,Ugui,Ugui,45038.74,Ugui
15591428,781,Mongolia,Eregtei,29,0,2,Ugui,Ugui,172097.4,Ugui
15692142,707,Germany,Emegtei,48,105086.74,1,Tiim,Tiim,180344.69,Tiim
15692931,670,Mongolia,Eregtei,22,114991.45,1,Tiim,Tiim,37392.56,Ugui
15781127,663,South_Korea,Emegtei,33,96769.04,1,Tiim,Tiim,36864.05,Ugui
15677136,624,Mongolia,Emegtei,23,0,2,Ugui,Ugui,132418.59,Ugui
15677828,598,Mongolia,Emegtei,34,0,2,Ugui,Ugui,60894.26,Ugui
15567897,619,Germany,Eregtei,23,132725.1,1,Tiim,Tiim,143913.33,Ugui
15793641,792,Mongolia,Emegtei,70,0,2,Tiim,Tiim,172240.27,Ugui
15678333,683,Mongolia,Emegtei,26,0,2,Tiim,Ugui,86619.77,Ugui
15630511,691,Mongolia,Emegtei,33,0,2,Tiim,Ugui,164074.89,Ugui
15792627,765,South_Korea,Emegtei,33,84557.82,1,Tiim,Tiim,69039.43,Ugui
15717191,508,Mongolia,Eregtei,49,93817.41,2,Tiim,Tiim,132468.76,Tiim
15625716,637,Mongolia,Emegtei,33,113913.53,1,Ugui,Tiim,65316.5,Ugui
15710053,667,Germany,Emegtei,44,140406.68,2,Ugui,Tiim,57164.19,Ugui
15580043,575,South_Korea,Emegtei,22,105229.34,1,Tiim,Tiim,34397.08,Ugui
15601410,744,South_Korea,Emegtei,46,0,3,Tiim,Tiim,177431.59,Tiim
15684669,567,Mongolia,Emegtei,41,137891.35,1,Tiim,Ugui,142009.46,Tiim
15619083,502,Mongolia,Emegtei,35,0,2,Tiim,Tiim,80618.47,Ugui
15692207,609,Mongolia,Emegtei,53,0,2,Tiim,Tiim,124218.27,Ugui
15730705,715,Mongolia,Eregtei,37,165252.52,1,Tiim,Ugui,85286.3,Ugui
15749688,541,Mongolia,Eregtei,32,0,2,Ugui,Ugui,40889.14,Ugui
15728542,850,Mongolia,Emegtei,71,0,2,Tiim,Tiim,107236.87,Ugui
15760063,595,South_Korea,Eregtei,23,0,2,Tiim,Tiim,168085.97,Ugui
15658982,650,Germany,Emegtei,28,122034.4,3,Ugui,Tiim,146663.43,Tiim
15758769,625,Mongolia,Emegtei,44,0,1,Tiim,Ugui,4791.8,Ugui
15778481,817,Mongolia,Eregtei,59,118962.58,1,Tiim,Tiim,120819.58,Ugui
15661162,526,South_Korea,Eregtei,49,0,1,Tiim,Ugui,114539.67,Tiim
15568164,850,Mongolia,Emegtei,34,71379.53,2,Tiim,Tiim,154000.99,Ugui
15601569,598,Mongolia,Emegtei,40,171178.25,1,Tiim,Ugui,137980.58,Tiim
15772383,613,Mongolia,Eregtei,36,131307.11,1,Ugui,Ugui,83343.73,Ugui
15667456,709,South_Korea,Eregtei,62,0,2,Tiim,Tiim,82195.15,Ugui
15672983,678,South_Korea,Emegtei,27,87099.85,2,Tiim,Ugui,149550.95,Ugui
15799534,720,Mongolia,Eregtei,71,183135.39,2,Tiim,Tiim,197688.5,Ugui
15582847,662,Mongolia,Eregtei,26,0,2,Ugui,Tiim,72929.96,Ugui
15612478,525,Mongolia,Eregtei,51,0,3,Tiim,Ugui,171045.35,Tiim
15709621,662,Mongolia,Eregtei,31,0,2,Ugui,Tiim,27731.05,Ugui
15802009,770,Mongolia,Emegtei,33,0,2,Tiim,Tiim,126131.9,Ugui
15698816,721,South_Korea,Emegtei,33,72535.45,1,Tiim,Tiim,103931.49,Ugui
15574830,633,Germany,Eregtei,58,128137.42,2,Tiim,Ugui,147635.33,Tiim
15603082,701,Mongolia,Eregtei,51,0,2,Ugui,Ugui,61961.57,Ugui
15685947,556,Germany,Eregtei,42,115915.53,2,Ugui,Tiim,125435.47,Tiim
15643048,639,Mongolia,Eregtei,66,0,2,Ugui,Tiim,42240.54,Ugui
15807568,632,Mongolia,Eregtei,50,0,2,Ugui,Ugui,57942.88,Ugui
15597591,456,Mongolia,Eregtei,29,107000.49,1,Tiim,Tiim,153419.62,Ugui
15747558,729,South_Korea,Emegtei,38,0,2,Tiim,Ugui,189727.12,Ugui
15756655,632,Mongolia,Emegtei,34,0,2,Ugui,Ugui,165385.55,Ugui
15589949,433,South_Korea,Eregtei,34,152806.74,1,Tiim,Ugui,19687.99,Ugui
15601012,802,Mongolia,Emegtei,60,92887.06,1,Tiim,Ugui,39473.63,Tiim
15724269,670,Mongolia,Eregtei,25,0,2,Tiim,Tiim,144723.38,Ugui
15567506,738,Germany,Emegtei,40,114940.67,2,Tiim,Tiim,194895.57,Tiim
15791877,706,Germany,Eregtei,34,140641.26,2,Tiim,Tiim,77271.91,Ugui
15794360,592,Germany,Emegtei,70,71816.74,2,Tiim,Ugui,105096.82,Tiim
15686538,522,Mongolia,Emegtei,41,0,2,Ugui,Tiim,176780.39,Ugui
15585985,746,Mongolia,Eregtei,48,165282.42,1,Tiim,Ugui,153786.46,Tiim
15699257,651,South_Korea,Eregtei,42,143145.87,2,Tiim,Ugui,43612.06,Ugui
15804104,494,Mongolia,Eregtei,28,114731.76,2,Ugui,Tiim,79479.74,Ugui
15727619,753,Germany,Emegtei,46,113909.69,3,Tiim,Ugui,92320.37,Tiim
15740237,671,Germany,Eregtei,36,116695.27,1,Ugui,Ugui,193201.86,Ugui
15801436,696,Mongolia,Eregtei,42,0,1,Ugui,Ugui,126353.13,Tiim
15705735,577,South_Korea,Eregtei,43,0,2,Tiim,Tiim,135008.92,Ugui
15649359,587,Mongolia,Eregtei,36,0,2,Ugui,Tiim,17135.6,Ugui
15624892,712,Germany,Eregtei,37,93978.96,2,Tiim,Ugui,60651.77,Ugui
15784918,498,Germany,Eregtei,35,121968.11,2,Ugui,Tiim,188343.05,Ugui
15584785,660,Mongolia,Eregtei,37,97324.91,1,Tiim,Ugui,23291.83,Ugui
